id,type,text1,text2,text3,notes
LTA_Epattcudxxvi,SHIP,"The “Epattcud XXVI” appears to be a tiny bundle of scaffolding holding together some improvised ammo-feeders and flux sinks, two engines, a shield generator and a cockpit. The automated systems are fairly robust, being that there isn't much to automate, and as such it is known for being deceptively potent for its cost, if fragile and under-gunned.

It is hard to say whether this ship arose from necessity or desperation, but in time the underslung mounting under the ship has been replaced with a  built-in Snapcracker Gun, the kind normally seen on some unique fighter blueprints.

Epattcud is a name given to a variety of often pirate-constructed designs derived entirely or predominantly of scrap parts and materials.  

Due to the many issues with haphazardly slapping scrap plating and cheap flux cores onto even cheaper chassis, crew on ships like these are often required to wear atmosphere-sealed suits when venturing outside of their quarters and the bridge, as aside from these two sections of the ship, many areas are not fully flushed with atmosphere, and some are even left with blatant holes leading to outer space. 

These ships vary in almost every way, and can pose a threat, or a weak link in their fleet, depending on their loadout and hull specifications.

Some more adventurous pirate lords invest in the development of semi-intelligently-planned part-autofactory-built Epattcud designs, the result of which are far more effective and dangerous ships, which often wreak havoc on underprepared fleets. This method even proves cost effective, as it routes most of the monetary costs of requisitioning large amounts of time from one of the few pirate-owned autofactories.",,,
LTA_Epattcudxxvii,SHIP,"The “Epattcud XXVII” appears to be the dessicated husk of a lost Tri-Tachyon Paragon, with most of its essential systems missing, likely from a ship graveyard. With its shield system gutted, the hull has been built over with a number of autofactory-assembled large-scale parts along with, though somewhat disturbingly, jury-rigged Thermal Pulse Turrets that have been installed into the remains of the Paragons flanks, and armor segments from a station have been welded and scaffolded hap-hazardly onto the hull.

While the initial blueprints do in fact include a shield generator, the shield was incredibly inefficient to run due to the complex micro-adjustments required to project through several layers of poorly-attached scaffolded station plating, seeing this, the designers decided to remove it from the design, effectively rendering it shieldless as even installing a modular shield is nigh impossible due to the incredible flux stress. Despite this, the “Caldera” is able to project its ordnance with potency thanks to an improvised weapons clamp system installed onto its mounts.

Epattcud is a name given to a variety of often pirate-constructed designs derived entirely or predominantly of scrap parts and materials.  

Due to the many issues with haphazardly slapping scrap plating and cheap flux cores onto even cheaper chassis, crew on ships like these are often required to wear atmosphere-sealed suits when venturing outside of their quarters and the bridge, as aside from these two sections of the ship, many areas are not fully flushed with atmosphere, and some are even left with blatant holes leading to outer space. 

These ships vary in almost every way, and can pose a threat, or a weak link in their fleet, depending on their loadout and hull specifications.

Some more adventurous pirate lords invest in the development of semi-intelligently-planned part-autofactory-built Epattcud designs, the result of which are far more effective and dangerous ships, which often wreak havoc on underprepared fleets. This method even proves cost effective, as it routes most of the monetary costs of requisitioning large amounts of time from one of the few pirate-owned autofactories.",,,
LTA_Epattcudxxviii,SHIP,"An autofactory accident gone right, the “Epattcud XXVIII” appears to be made using a corrupt blueprint that formed due to bad programming. The design features spacious interior segments, with a skin of Enforcer parts, flux coils and ammo feeders distributed throughout the front. Pirates have altered this clear “mistake” of a ship design to have functional weapons emplacements and reasonably competent engines, and often run this in their larger fleets. Crew on such a ship are instructed to migrate to the back of the ship during combat, as the front is used as a large gun platform and armor emplacement and has a tendency to fall off when faced with heavy fire.

To mitigate the erroneous features of this design, a combat rated ammofeeder system has been installed on the front of the ship, and an array of small annihilator tubes have been rigged to fire through small ports on the front on the vessel; though these alterations are notably unstable and ill advised.

Epattcud is a name given to a variety of often pirate-constructed designs derived entirely or predominantly of scrap parts and materials.  

Due to the many issues with haphazardly slapping scrap plating and cheap flux cores onto even cheaper chassis, crew on ships like these are often required to wear atmosphere-sealed suits when venturing outside of their quarters and the bridge, as aside from these two sections of the ship, many areas are not fully flushed with atmosphere, and some are even left with blatant holes leading to outer space. 

These ships vary in almost every way, and can pose a threat, or a weak link in their fleet, depending on their loadout and hull specifications.

Some more adventurous pirate lords invest in the development of semi-intelligently-planned part-autofactory-built Epattcud designs, the result of which are far more effective and dangerous ships, which often wreak havoc on underprepared fleets. This method even proves cost effective, as it routes most of the monetary costs of requisitioning large amounts of time from one of the few pirate-owned autofactories.",,,
,,,,,
,,,,,
LTA_Epattcudvi_Upcycled,SHIP,"Upcycling is a seldom-done process, taking designs that are ad-hoc or comprised of multiple autofactory chips and consolidating and refining them into one singular design that can be replicated at a large scale orbital works or nanoforge, often drastically decreasing the efficiency of maintenance on board the vessel in exchange for battlefield survivability and systems improvements. In this case, it appears some design chips for the two segments of an Epattcud VI Warship otherwise nicknamed as “Mitigator” warships, have been reconstructed and improved in-software and manufactured as a single piece from one chip, with massive improvements across the board to the previously already functional design. Engine substrata have been realigned and compressed to make space for a simmilar Mass-Driver system seen built on the uncommon “Colatlus” pirate capital. 

“Epattcud VI” is the name assigned to the warship of unknown origins that covered the pirate assault of Arcadia; little is known of its specifications, though it is thought to be made of mostly nanoforged or autofactory-constructed parts, assembled in two different sections, then joined together to form a full capital ship. The shadow it cast over the station is still etched into the minds of those who live there, and the destruction of the patrol fleets that tried to protect the docking ports has become a story often told in station bars on the fringe. The Hegemony response fleet sent from Corvus arrived to find a terrified populace, panicking amidst a raided station and gutted fuel storage, and has since issued a system warning code specifically for this ship.

??????L????????o????????n?????????g??????? ?????????l???????i?????????v????e????? ?????????T??????e???????c???????h????? ???????????D??????u????i?n?????????n?????.??????",,,
,,,,,
LTA_Skull,SHIP,"Although automated machines of war were forbidden in core Domain space, war drones were quietly employed outside of officially incorporated volume. Frontier garrisons were often bolstered by drone ships, and they were deployed liberally against rebellious worlds to tip the terrible balance of attrition, setting the industrial might of the Domain versus the lives of 'freedom fighters'.
  
The Skull was a more daring project of Huan-Gogel, intended to be the heavyweight superior compared to all drone classes before it. It is bigger, tougher, more heavily armed - and incredibly more lucrative per-unit to the HGA bottom-line than nearly all competitors.    

Notably however, the Skull also poses a bigger and easier to hit target, and without the extra speed that Burn Drive affords, it struggles to avoid dangerous fleet maneuvers, or fully take advantage of vulnerabilities in enemy ranks.",,,
,,,,,
LTA_Scourerxiv,SHIP,"An ancient cruiser design so highly armoured that it was given a completely unique ship classification: Super Heavy Light Cruiser.    
  
The design has proved so difficult to find regular blueprints of that the only version present in the persean sector after the collapse is the one maintained by the fourteenth battlegroup, who took a liking to the design pre-collapse due to its survivability and overall usefulness as a command ship.
  
Hegemony commanders of such ships often comment on how safe they feel whilst captaining from the bridge, as several super-thick layers of metal plating separate them from any and all projectiles; this ship is also one of the few designs to include a microshielded bridge, which allows the ship to sport venerable Solar Shielding. This has enabled the design to age incredibly well, still bolstering the Hegemony fleets to this day.  
It is worth noting that this model also supports a 360* large turret, a rarity among such large ships.",,,
LTA_Cravantia,SHIP,"The Cravantia class is one of the more rare ships of the sector, its design is known to have stemmed from a line of escort ships developed early epoch alongside the Legion, but apart from that, little is known about its conception.  
    
It is thought that the United Earth Directorate had a hand in funding its development, as its design exemplifies their doctrine of defense and full turret coverage, solidified by the discovery that the first recovered blueprints contained several corrupted data files coded with the data tag: U.E Licensing .  

In combat, the Cravantia boasts generous turret arcs, and a high number of small hardpoints, alongside a powerful and highly potent frontal weapons array, consisting of both medium and small composite mounts.  
  
",,,
LTA_Tappah_Wing,SHIP,"The Tappah fighter originates from a mildly successful freight corvette, which has now been converted into an incredibly effective large fighter. 
The design was originally designed in a last ditch attempt to secure fighter space by Mackie Corbyn on the battle of Blyth, its presence as a master chip provides ample example of his engineering genius.

Inside the Tappah, all previous cargo bays have been removed from the blueprint, now replaced by missile stockpiles, autoloaders and a large old-style drone control AI. This enables the LPC to be used within Hegemony restrictions, as the level of intelligence held by the inefficient system barely scratches low-gamma.",,,
LTA_Tappahlp_Wing,SHIP,"The Tappah fighter originates from a mildly successful freight corvette, which has now been converted into an incredibly effective large fighter. 
The design was originally designed in a last ditch attempt to secure fighter space by Mackie Corbyn on the battle of Blyth, its presence as a master chip provides ample example of his engineering genius.

Inside the Tappah, all previous cargo bays have been removed from the blueprint, now replaced by missile stockpiles, autoloaders and a large old-style drone control AI. This enables the LPC to be used within Hegemony restrictions, as the level of intelligence held by the inefficient system barely scratches low-gamma.

The Luddic path, after finding an alterable master-chip of the design, seem to have elected to strip out the missile launchers and the ammo compartments for the vulcan cannon, and replace them with comparatively lightweight systems, instead programming the installation of several more hammer missile bays.
Due to the extreme modifications, most of the drone control circuits appear to have been needed to be stripped to make space, and in their place they have retrofitted a man-operated control pod.",,,
LTA_Corsair,SHIP,"The Corsair was a development specifically piloted by the Hegemony, in an attempt  to recycle Onslaught parts and ensure defensive superiority in Jangala and Eventide space. Pilots value its reliability and ability to wreak havok on the battlefield, when they happen to not be cursing its 'semi-obnoxious lack of speed and maneuverability'.",,"
  
",
,,,,,
LTA_Mason,SHIP,"The Mason class cruiser is a very recent post-collapse-oriented development by the Hegemony, aimed to fulfil many roles, especially within military blockades and escort fleets, boasting a highly versatile turret and hardpoint layout, ample cargo and fuel space, and reliable, flux-light, 'built to last' systems. However, this does come at a cost, as the ship has no interior or exterior space for missile stockpiles, and the armour plating on both the exterior and interior of the ship is thinner than that of many older designs in order to reduce accelerative engine load.",,,
LTA_Mask,SHIP,"The Mask class frigate is now considered the 'missing link' of pre domain tech, marking one of the last remaining blueprints manufactured by the previous powerhouse factions.  
It exemplifies the pre domain doctrines, and was considered an elite vessel before the movement towards increased multi-directional firepower and improved strike capabilities within their smaller vessels seen within the early epochs.",,,
LTA_Barbican,SHIP,"Although automated machines of war were forbidden in core Domain space, war drones were quietly employed outside of officially incorporated volume. Frontier garrisons were often bolstered by drone ships, and they were deployed liberally against rebellious worlds to tip the terrible balance of attrition, setting the industrial might of the Domain versus the lives of 'freedom fighters'.
  
The Barbican class was a siege drone designed to fill in for mothership anti-asteroid fire whilst attached to the front of its hull, and fill in the first line in defence of the mothership. It remains to be one of the largest combat ships motherships are able to efficiently construct, and its power is undeniable.

The Barbican boasts immense frontal ordnance, and carries pre-set custom fighters, designed well before fighter warfare was highly offensive and as such are large and bizarrely armed. Despite this, they are a force to be reckoned with, especially whilst backed up by the Barbican's frontal array.",,,
LTA_Defender,SHIP,"The Defender is an old design, still widely used in many fleets thanks to a versatile turret layout and competent system.  
  
After the collapse it gained popularity as being a fairly cheap cruiser to manufacture, and the Hegemony took full control of the remaining blueprints.",,,
LTA_Portcullis,SHIP,"Although automated machines of war were forbidden in core Domain space, war drones were quietly employed outside of officially incorporated volume. Frontier garrisons were often bolstered by drone ships, and they were deployed liberally against rebellious worlds to tip the terrible balance of attrition, setting the industrial might of the Domain versus the lives of 'freedom fighters'.

The Portcullis drone was designed to protect survey ships within asteroid fields, As the impact of rock on metal often killed sensors and rendered surveying equipment useless.",,,
LTA_Bastion,SHIP,"Although automated machines of war were forbidden in core Domain space, war drones were quietly employed outside of officially incorporated volume. Frontier garrisons were often bolstered by drone ships, and they were deployed liberally against rebellious worlds to tip the terrible balance of attrition, setting the industrial might of the Domain versus the lives of 'freedom fighters'.

The Bastion drone was designed to block comets within the orbit of potential habitable planets, thus owing to their unusual proportions.",,,
,,,,,
,,,,,
LTA_Barbicanleftmodule,SHIP,A modularised portion of a larger vessel.,,,
LTA_Barbicanrightmodule,SHIP,A modularised portion of a larger vessel.,,,
LTA_Barbicanfrontmodule,SHIP,A modularised portion of a larger vessel.,,,
LTA_Archer_Wing,SHIP,A moderately sized domain drone often constructed en-masse to gather resources for their mothership’s autoforge.,,,
LTA_Ballista_Wing,SHIP,A large defensive drone designed by the domain to be deployed upon the event a mothership is attacked by looters on its way to new systems. It is also adept at turning small clusters of micro-asteroids to dust.,,,
LTA_RocketTalon_Wing,SHIP,"This Talon design chip has had its cockpit area gutted and replaced with a small annihilator tube, fed from a surprisingly compact internal missile feeder. A new, more heavily armored cockpit appears to have been programmed to be built on top of the design, though with few of the small comforts of a normal talon. The origin of such an unusual design is likely pirate, though the ingenuity is unnerving at best.

Fast and cheap, the Talon sports surprising firepower and is capable of dispatching enemy fighters. It can also deal appreciable damage to larger ships when used en masse, though such use usually results in heavy pilot losses.
",,,
LTA_RocketTalonP_Wing,SHIP,"This Talon design chip has had its cockpit area gutted and replaced with a small annihilator tube, fed from a surprisingly compact internal missile feeder. A new, more heavily armored cockpit appears to have been programmed to be built on top of the design, though with few of the small comforts of a normal talon. The origin of such an unusual design is likely pirate, though the ingenuity is unnerving at best. In addition, this variant of the fighter has been radically modified on the interior to support a brief burst of extreme speed and a small ammofeeder, though due to the reckless engineering practices observed while designing this fighter, it looks just as likely to flame out as it is to actually function as intended.

Fast and cheap, the Talon sports surprising firepower and is capable of dispatching enemy fighters. It can also deal appreciable damage to larger ships when used en masse, though such use usually results in heavy pilot losses.
",,,
LTA_TalonX_Wing,SHIP,"This Talon design chip has been completely overhauled and reconfigured, a large and unwieldy rail-propelled gun now takes up the majority of the space left of the cockpit, completely replacing the previous vulcan cannon. The internal swarmer launcher system has been redesigned to launch out of small ports near the engines, and the near-nonexistant armor of the fighter has been layered with additional armor panels. The ridiculous specification costs of this over-engineered fighter limit it heavily, as it takes an entire bay’s worth of machinery and manpower to reliably refit and replace lost wings in a timely manner; however the small size of the fighter allows for after-market hangar bays to be almost as efficient as regular bays at equipping it.

Fast and cheap, the Talon sports surprising firepower and is capable of dispatching enemy fighters. It can also deal appreciable damage to larger ships when used en masse, though such use usually results in heavy pilot losses.
",,,
LTA_Jackhammer_Wing,SHIP,"A vast upscaling of a design chip for a ground mech, with engines neatly integrated into a space previously reserved for rear armor, the Jackhammer is an oddity among fighters. Fitted with a collection of small missiles, and a potent Snapcracker rail-propelled cannon, the mech boasts advantages only marred by its ludicrous refitting requirements and ordnance specifications, which are so extreme that after-market bays require as much extra machinery to refit these mechs as they would when working with bombers.

While the design originates from a universal piece of ground ordnance, the result is clearly of pirate origin, with emphasis on firepower over survivability or reliability in larger engagements.
",,,
LTA_Diadem_Wing,SHIP,"An old, outmoded point defense fighter from the early epochs, designed to free up space otherwise reserved for point defense on larger vessels. It is still in widespread use due to the autofactory-blueprinted old-fashioned binary supercomputer nestled in its core that increases the reliable range and accuracy of fire of its point defense weapons by a significant margin. The Urchin can not roam far, but has been known to be used as a close-in weapons platform against knife-fighting fast destroyers and frigates in desperate engagements.
 
Alledgedly a hacked copy of the original master chip for this LPC eventually evolved into the Merlon defense drones often seen on low tech stations, though such rumors are hard to substantiate.",,,
LTA_DiademP_Wing,SHIP,"An old, outmoded point defense fighter from the early epochs, designed to free up space otherwise reserved for point defense on larger vessels. It is still in widespread use due to the autofactory-blueprinted old-fashioned binary supercomputer nestled in its core that increases the reliable range and accuracy of fire of its point defense weapons by a significant margin. The off-market modifications to this LPC have proven quite deadly, if unreliable. The craft now sports cardinal Annihilator tubes.
 
Alledgedly a hacked copy of the original master chip for this LPC eventually evolved into the Merlon defense drones often seen on low tech stations, though such rumors are hard to substantiate.",,,
LTA_ModDiadem_Wing,SHIP,"A massively modified Diadem LPC, redesigned by civilian independents to aid with life post-collapse, and defend their small fleets from pirate interference. This fighter comes stocked with a number of mining lasers which can be overcharged briefly as a sort of improvised strike weapon, at the cost of the integrity of the mounts themselves.
 
Alledgedly a hacked copy of the original master chip for this LPC eventually evolved into the Merlon defense drones often seen on low tech stations, though such rumors are hard to substantiate.",,,
LTA_DiademXIV_Wing,SHIP,"An old, outmoded point defense fighter from the early epochs, modified extensively by the Fourteenth Battlegroup. It retains most of the features of the original design, but was up-specced to be able to fire its weapons continuously, and had its Vulcan Cannons replaced with Nixie Cannons for assistance against newer fighter threats and heavier targets. Later, the design was modified to include a Salamander MRM, with the internal missile bank replacing the frontal turret.

This version of the fighter was used heavily by the Fourteenth Battlegroup during its campaign pre-Hegemony, seeing ample use against even the initial Tri-Tachyon incursions. 

Alledgedly a hacked copy of the original master chip for this LPC eventually evolved into the Merlon defense drones often seen on low tech stations, though such rumors are hard to substantiate.",,,
,,,,,
LTA_Talonduo_Wing,SHIP,"Fast and cheap, the Talon sports surprising firepower and is capable of dispatching enemy fighters. It can also deal appreciable damage to larger ships when used en masse, though such use usually results in heavy pilot losses.",,,
,,,,,
LTA_Colatlus,SHIP,"Allegedly a mighty flagship designed for a pirate monarch by the best off-book engineers in the sector. It would appear to be a thorough redesign of the Atlas mk.II, utilising almost entirely armor-reinforced Colossus mk.III parts.

The dangerously unstable engines sputter during strained use, however the infernium injectors they sport produce incredible bursts of speed, despite the ship’s inherent bulk.

“Get me closer, I want to hit them with my sword” is engraved onto the base of an oddly situated mass generator in the ship. At first glance it looks like nothing special, but you notice flux cabling wired from the mass generator throughout the entire ship.

A list of names is hard coded into a portion of the blueprint to make nanoforges engrave them onto  the walls of a small nondescript room locked away in the hull. Said list reads as follows: “Ford, Protonus, Hilderbrundi, Sir Arcana, TFrenchCanadian, Tomatopaste, Faulty Elevator Music, Aurica, Merix, Stokken, JRG, Arkar1234, Napalm71, Sandman, SLARMY - NOT A ROBOT -, Arva [ArcusValarian] and Pete.”",,,
LTA_PortableBay,SHIP,"The Pod-Bay is a peculiar weapon being that it is an automated, Pirate-designed, rail-mounted modular hangar bay, capable of housing a built-in fighter LPC and a tiny drone manufactory usually reserved for the defense of non-combat vessels within knife-fighting range.

The Pod-Bay is often seen mounted on gutted Atlas-class superfreighters and can serve as a potent, if vulnerable threat, so long as its supply of willing pilots holds up.

The first few encounters with these modular hangar bays are both well-documented and bloody, with unprepared Hegemony assault fleets being stuck stalemated in ways that Pirate groups with their usually lackluster carrier complement, can not often achieve.",,,
,,,,,
,,,,,
,,,,,
hopperdrive,SHIP_SYSTEM,A small scale burn drive designed for frigates and fighters.,,,
reclaimedminestrike,SHIP_SYSTEM,A Doom mine-construction and teleportation system has been reclaimed and reconfigured to allow the deployment of mines.,,,
colatlusdrive,SHIP_SYSTEM,"An unobtrusive array of mass-dampeners and engine injectors allow this ship to “Shunt” itself forwards, allowing its heavy mass to deal catastrophic damage at high speeds.",,,
epattcudxviiiteleporter,SHIP_SYSTEM,"An unholy array of linked phase-teleporters and flux coils allow this ship to reposition itself an incredible distance away, at the cost of potentially severe consequences for the crew, the ship, and anything nearby.",,,
epattcudxxteleporter,SHIP_SYSTEM,"An unholy array of linked phase-teleporters and flux coils ripped from a Hyperion class frigate allow this ship to reposition itself an incredible distance away, at the cost of potentially severe consequences for the ship, and any nearby targets.",,,
weaponslock,SHIP_SYSTEM,"Forces all turrets to lock in their current angles, allowing their range to be extended by 50%.",,,
weaponsclamp,SHIP_SYSTEM,"Forces all turrets to engage clamps onto their mounts, allowing their range to be extended by 50%. Reduces turret turn rate by 90%.",,,
,,,,,
systemsoverdrive,SHIP_SYSTEM,"This ship is rigged with ammo distributors lined directly into the its flux grid, along with a mish-mash of engine injectors and flux buffers. If this system works it will likely cause weapons and engine outages.",,,
systemsoverdrivemodule,SHIP_SYSTEM,"This ship is rigged with ammo distributors lined directly into the its flux grid, along with a mish-mash of engine injectors and flux buffers. If this system works it will likely cause weapons and engine outages.",,,
systemssidedrive,SHIP_SYSTEM,"This fighter is rigged with ammo distributors lined directly into the its flux grid, along with a mish-mash of auxiliary engine injectors and flux buffers. If this system works it will likely cause weapons and engine outages.",,,
systemssidedrivesafe,SHIP_SYSTEM,"This mech's flux disributors have been rigged directly into its missile and engine systems, allowing for short bursts of improved performance thanks to a missile feeder usually reserved for heavy ground armaments.",,,
systemsoverdrivemaneuveringfighter,SHIP_SYSTEM,"This fighter is rigged with ammo distributors lined directly into the its flux grid, along with a mish-mash of auxiliary engine injectors and flux buffers. If this system works it will likely cause weapons and engine outages.",,,
LTA_highenergyfocus,SHIP_SYSTEM,"Flux injectors line the energy weapons, set to purge their capacitors in micro-bursts - providing incredible energy enhancement, if only for half a second. May cause weapons outages with sustained uses.",,,
,,,,,
thermiteflares,SHIP_SYSTEM,"A microfactory rigged to release large, thermite coated active flares.",,,
,,,,,
LTA_Tech_Duinn,CUSTOM,"A colossal station, stabilised by salvaged antimatter reaction containers and flux cores, drifting through hyperspace. You can see spotlights locked onto your hull, even from this distance. They can see you, though whether they care is another matter altogether.",,"The primary reactors and all valuable industrial components have been buried beneath layers of ablative armor. Passive back-up systems for life support and automated maintenance are strewn everywhere, lighting up your scans of the station like pre-domain fireworks. A minor warning blip on your nav computer informs you that the “Detected planet is of high mass and has a high electromagnetic signature, communication devices will likely malfunction while close to its surface.” Your navigations officer gives you a look.",
,,,,,
LTA_Epattcudvi_UpcycledDerelict,CUSTOM,"A strange, darkly painted ship, floating in a stable orbit far from the system’s sun.",,,
,,,,,
LTA_hypervelocitycannon,WEAPON,"An upclassed Hypervelocity Driver, an attempt by the Hegemony to modernise their arsenal post-Collapse. Despite impressive performance this weapon is often outshone for its cost by many older weapons against low-tech ships, but was favoured by Hegemony fleets when they fought in the AI War due to its impressive shield-cracking and disabling ability.",,,
LTA_tpcturret,WEAPON,"A stripped-down, jury-rigged Thermal Pulse Cannon Turret, with interior capacitors installed under the mount.",,,
LTA_nixie,WEAPON,"Reliable and versatile, the Nixie Cannon excels at performing a huge multitude of roles with adequate combat capability, though due to the nature of its size its ability to compete in any singular role it can perform against other more specialised weapons is limited, despite its efficiency, and its sub-par recoil prevents its otherwise excellent accuracy from being useful in prolonged bursts.

The low-energy plasma created by the deforming part-singularity within the shell consumes its container entirely a short time after firing, and its trail gives the projectiles their characteristic visual tint. The molten remains of what was once the shell often end up clogging turret connectors, mountings and ports on targeted ships, giving it a reputation for disrupting hostile vessels.

The Hegemony have since paid voluminous commissions to the original inventors, and now can be found using Nixie Cannons to outfit a variety of designs, though the ships that benefit most are their auxiliaries. Naturally, this means that other, less lawful groups have begun using the Nixie to bolster their otherwise lackluster arsenals of small ballistic weaponry.",,,
LTA_nixietri,WEAPON,"The Nixie Tri-Cannon is an unusual modification to the Nixie Array that allows for its overwhelming area-suppression to be mounted into emplacements of a smaller size, this change has come with the loss of its ability to continue to fire continuously, now only able to fire in 15 shot bursts.

The low-energy plasma created by the deforming part-singularity within the shell consumes its container entirely a short time after firing, and its trail gives the projectiles their characteristic visual tint. The molten remains of what was once the shell often end up clogging turret connectors, mountings and ports on targeted ships, giving it a reputation for disrupting hostile vessels.

The Hegemony have since paid voluminous commissions to the original inventors, and now can be found using Nixie Cannons to outfit a variety of designs, though the ships that benefit most are their auxiliaries. Naturally, this means that other, less lawful groups have begun using the Nixie to bolster their otherwise lackluster arsenals of small ballistic weaponry.",,,
LTA_nixiearray,WEAPON,"The Nixie Cannon Array adequately scales-up all of the features of the more common Nixie cannon, and the far more stable mounting structure supporting the weapon allows for it to have a far longer functional range. Unfortunately it still lacks the firepower to compete with other weapons its size, though the disabling power of its volleys is substantial thanks to the sheer volume of molten shells. It also sports an in-built flux sink, which makes it even more efficient than its predecessor.

The low-energy plasma created by the deforming part-singularity within the shell consumes its container entirely a short time after firing, and its trail gives the projectiles their characteristic visual tint. The molten remains of what was once the shell often end up clogging turret connectors, mountings and ports on targeted ships, giving it a reputation for disrupting hostile vessels.

The Hegemony have since paid voluminous commissions to the original inventors, and now can be found using Nixie Cannons to outfit a variety of designs, though the ships that benefit most are their auxiliaries. Naturally, this means that other, less lawful groups have begun using the Nixie to bolster their otherwise lackluster arsenals of small ballistic weaponry. The Nixie Cannon Array is no exception, though being less commonly stolen.",,,
LTA_portablebaytalon,WEAPON,"The Pod-Bay is a peculiar weapon being that it is an automated, Pirate-designed, rail-mounted modular hangar bay, capable of housing a built-in fighter LPC (In this case a Talon LPC) and a tiny drone manufactory usually reserved for the defense of non-combat vessels within knife-fighting range.

The Pod-Bay is often seen mounted on gutted Atlas-class superfreighters and can serve as a potent, if vulnerable threat, so long as its supply of willing pilots holds up.",,,
LTA_portablebaypiranha,WEAPON,"The Pod-Bay is a peculiar weapon being that it is an automated, Pirate-designed, rail-mounted modular hangar bay, capable of housing a built-in fighter LPC (In this case a Piranha Bomber LPC) and a tiny drone manufactory usually reserved for the defense of non-combat vessels within knife-fighting range.

The Pod-Bay is often seen mounted on gutted Atlas-class superfreighters and can serve as a potent, if vulnerable threat, so long as its supply of willing pilots holds up.",,,
LTA_portablebaydiademp,WEAPON,"The Pod-Bay is a peculiar weapon being that it is an automated, Pirate-designed, rail-mounted modular hangar bay, capable of housing a built-in fighter LPC (In this case a Pirate-modified Diadem LPC) and a tiny drone manufactory usually reserved for the defense of non-combat vessels within knife-fighting range.

The Pod-Bay is often seen mounted on gutted Atlas-class superfreighters and can serve as a potent, if vulnerable threat, so long as its supply of willing pilots holds up.",,,
LTA_vulcansingle,WEAPON,"The Light Vulcan is an easily built-in weapon often seen in ports on older Domain ships and fighters, though its lack of any ability to perform adequately for its cost modularly has rendered it permanently off-market due to its extreme disuse and the disinterest of any individual with the ability to purchase a copy of its autofactory masterchip.",,,
LTA_snapcrackergunL,WEAPON,"The Snapcracker Gun is a cut-down to size version of the Snapcracker Cannon, missing most of its sisters more expensive internal components, it can not be mounted onto standardised mounting slots, and therefore is only used to provide a high-impact long-range support weapon to a smattering of frigates and fighters.",,,
LTA_snapcrackergunR,WEAPON,"The Snapcracker Gun is a cut-down to size version of the Snapcracker Cannon, missing most of its sisters more expensive internal components, it can not be mounted onto standardised mounting slots, and therefore is only used to provide a high-impact long-range support weapon to a smattering of frigates and fighters.",,,
LTA_snapcrackergunshipL,WEAPON,"The Snapcracker Gun is a cut-down to size version of the Snapcracker Cannon, missing most of its sisters more expensive internal components, it can not be mounted onto standardised mounting slots, and therefore is only used to provide a high-impact long-range support weapon to a smattering of frigates and fighters.",,,
LTA_snapcrackergunshipR,WEAPON,"The Snapcracker Gun is a cut-down to size version of the Snapcracker Cannon, missing most of its sisters more expensive internal components, it can not be mounted onto standardised mounting slots, and therefore is only used to provide a high-impact long-range support weapon to a smattering of frigates and fighters.",,,
